검색어,기업명,기업형태,지역,업종,자본금,매출액,대표자,설립일
엔투,엔투,중소기업,서울 구로구,응용 소프트웨어 개발 및 공급업,-,-,-,-
엔투,엔투,중소기업,서울 강남구,광고·홍보·전시,-,-,-,-
엔투,엔투,중소기업,서울 양천구,"화물운송 중개, 대리 및 관련 서비스업",-,-,-,-
디엔브이비즈니스어슈어런스코리아,-,-,-,-,-,-,-,-
듀코젠,듀코젠,중소기업,서울 마포구,응용 소프트웨어 개발 및 공급업,-,-,-,-
굿앤굿트레이드,굿앤굿트레이드,중소기업,대전 유성구,신발 도매업,-,-,-,-
제이앤팩코리아,제이앤팩코리아,중소기업,경기 파주시,골판지 제조업,"9억 7,500만원(2023.12.31)",4억 580만원(2023.12.31),정광수,2017.01.25(9년차)
앤앤씨월드,㈜비앤씨월드,중소기업,서울 강남구,출판·인쇄·사진,-,-,-,-
앤앤씨월드,월드씨앤피,중소기업,인천 부평구,기계·기계설비,-,-,-,-
앤앤씨월드,㈜월드이엔씨,중소기업,경기 화성시,산업용 냉장 및 냉동 장비 제조업,-,-,-,-
앤앤씨월드,㈜에스앤씨월드,중소기업,서울 서초구,사업시설 유지.관리 서비스업,-,-,-,-
앤앤씨월드,월드씨엔에스,중소기업,경기 광명시,유선 통신장비 제조업,-,-,-,-
앤앤씨월드,㈜월드이앤씨,중소기업,서울 서초구,건설·시공·토목·조경,-,-,-,-
앤앤씨월드,㈜월드씨엔에스,중소기업,서울 용산구,컴퓨터·하드웨어·장비,-,-,-,-
앤앤씨월드,월드티앤씨㈜,중소기업,서울 금천구,광고·홍보·전시,-,-,-,-
앤앤씨월드,㈜월드디앤씨,-,-,-,-,-,-,-
앤앤씨월드,씨엠월드에프앤씨,중소기업,대구 수성구,"도배, 실내장식 및 내장 목공사업",-,-,-,-
대련엠티에스,대련엠티에스,중소기업,경기 성남시,제약·보건·바이오,-,-,-,-
매직월드,월드매직,-,-,-,-,-,-,-
매직월드,매직월드,중소기업,경남 진주시,스포츠·여가·레저,-,-,-,-
대청산업,대청산업,중소기업,대전 대덕구,섬유·의류·패션,-,-,-,-
대청산업,대청유리산업㈜,중소기업,대전 대덕구,유리 및 창호 도매업,-,-,-,-
대청산업,대청산업,중소기업,충북 청주시,기타 인쇄관련 산업,-,-,-,-
대청산업,㈜대청환경산업,-,-,-,-,-,-,-
대청산업,대청산업,중소기업,전남 장흥군,백화점·유통·도소매,-,-,-,-
동서산업,동서산업,벤처기업,부산 기장군,기계·기계설비,-,-,-,-
동서산업,동서산업,중소기업,부산 영도구,레미콘 제조업,-,-,-,-
동서산업,동서산업,중소기업,충남 천안시,고무패킹류 제조업,-,-,-,-
동서산업,동서산업,중소기업,강원 춘천시,건설용 석재 채굴 및 쇄석 생산업,-,-,-,-
동서산업,동서울산업,-,-,-,-,-,-,-
동서산업,동서의료기산업㈜,중소기업,서울 금천구,제약·보건·바이오,-,-,-,-
동서산업,동서산업,중소기업,서울 용산구,골프연습장 운영업,-,-,-,-
동서산업,동서산업,중소기업,울산 북구,그 외 자동차용 신품 부품 제조업,-,-,-,-
동서산업,동서산업,중소기업,서울 중구,건물설비 설치 공사업,-,-,-,-
동서산업,동서산업,중소기업,부산 영도구,자동차·조선·철강·항공,-,-,-,-
심텍21,심텍21,중소기업,경북 경산시,건물 및 토목 엔지니어링 서비스업,-,-,-,-
리엔,리엔,중소기업,서울 서초구,제약·보건·바이오,-,-,-,-
리엔,리엔,중소기업,서울 동대문구,응용 소프트웨어 개발 및 공급업,-,-,-,-
리엔,리엔,중소기업,충북 청원군,화학·에너지·환경,-,-,-,-
리엔,리엔,중소기업,경기 부천시,반도체·디스플레이·광학,-,-,-,-
리엔,리엔,중소기업,서울 송파구,섬유·의류·패션,-,-,-,-
리엔,리엔,중소기업,경기 화성시,기계·기계설비,-,-,-,-
리엔,리엔,중소기업,전북 정읍시,기타 기초 무기 화학물질 제조업,-,-,-,-
리엔,리엔,중소기업,서울 서초구,경영 컨설팅업,-,-,-,-
리엔,리엔,-,-,-,-,-,-,-
리엔,리엔,중소기업,경기 용인시,매트리스 및 침대 제조업,-,-,-,-
연세산업개발,연세산업개발,개인,경기 김포시,부동산 개발 및 공급업,-,-,-,-
우주산업,우주산업,중견기업,경남 사천시,"항공기, 우주선 및 보조장치 제조업",-,-,-,-
우주산업,우주특수산업㈜,중소기업,서울 서초구,물류·운송·배송,-,-,-,-
우주산업,사)한국우주항공산업협회,비영리단체·교육재단,서울 마포구,공기업·공공기관,-,-,-,-
우주산업,우주산업,중소기업,경기 가평군,"지정 외 폐기물 수집, 운반업",-,-,-,-
우주산업,우주산업,중소기업,충북 청주시,그 외 기타 건축자재 도매업,-,-,-,-
우주산업,우주통상산업㈜,중소기업,경기 하남시,콜센터·아웃소싱·기타,-,-,-,-
우주산업,우주산업,중소기업,대구 북구,금속·재료·자재,-,-,-,-
우주산업,우주건설산업,중소기업,전북 전주시,유리 및 창호 공사업,-,-,-,-
우주산업,주식회사 우주특수산업,중소기업,경북 경주시,자동차·조선·철강·항공,-,-,-,-
우주산업,삼우주방산업㈜,중소기업,서울 금천구,목재 도구 및 주방용 나무제품 제조업,-,-,-,-
제이앤케이,제이앤케이,중소기업,서울 서초구,생활화학·화장품,-,-,-,-
제이앤케이,㈜제이앤지케이,중소기업,경기 구리시,스포츠·여가·레저,-,-,-,-
제이앤케이,제이앤케이,중소기업,경기 용인시,기타 목재가구 제조업,-,-,-,-
제이앤케이,제이앤케이,중소기업,경남 거제시,그 외 기타 분류 안된 사업지원 서비스업,2억원(2024.12.31),"2억 3,072만원(2024.12.31)",박재환,2012.10.09(14년차)
제이앤케이,제이앤케이,중소기업,서울 강남구,전자상거래 소매업,-,-,-,-
제이앤케이,제이앤케이,중소기업,경기 가평군,그 외 기타 건축 마무리 공사업,-,-,-,-
제이앤케이,제이앤케이,중소기업,경기 양주시,화장품 및 화장용품 도매업,-,-,-,-
제이앤케이,제이앤케이,중소기업,경기 화성시,비주거용 건물 개발 및 공급업,-,-,-,-
제이앤케이,제이앤케이,중소기업,충북 청주시,산업용 송풍기 및 배기장치 제조업,-,-,-,-
제이앤케이,제이앤케이,중소기업,경상남도 양산시,예식장업,-,-,-,-
렛츠슬림,렛츠슬림,중소기업,서울 양천구,백화점·유통·도소매,-,-,-,-
미르싸이텍,미르싸이텍,중소기업,서울 강서구,의료기기 도매업,-,-,-,-
대신인쇄,대신인쇄,중소기업,서울 중구,출판·인쇄·사진,-,-,-,-
대신인쇄,대신 인쇄,-,-,-,-,-,-,-
대신인쇄,대신기획인쇄,중소기업,대전 동구,출판·인쇄·사진,-,-,-,-
대신인쇄,대신정보인쇄,중소기업,서울 강남구,"컴퓨터 및 주변장치, 소프트웨어 도매업",-,-,-,-
대신인쇄,대신인쇄,중소기업,인천 중구,오프셋 인쇄업,-,-,-,-
대신인쇄,대신인쇄,중소기업,대구 중구,기타 인쇄업,-,-,-,-
우주상사,우주배관종합상사,중소기업,대구 중구,1차 금속제품 도매업,-,-,-,-
우주상사,우주상사,중소기업,제주 서귀포시,백화점·유통·도소매,-,-,-,-
우주상사,우주상사,중소기업,경남 밀양시,수산물 가공식품 도매업,-,-,-,-
원영종합건설,원영종합건설,중소기업,경기 수원시,사무.상업용 및 공공기관용 건물 건설업,-,-,-,-
성원,성원,중소기업,서울 서초구,방문 교육 학원,-,-,-,-
성원,성원,중소기업,광주 서구,경비 및 경호 서비스업,-,-,-,-
성원,성원,중견기업,서울 성동구,출판·인쇄·사진,-,-,-,-
성원,성원,중견기업,서울 성동구,출판·인쇄·사진,-,-,-,-
성원,성원,중소기업,충남 천안시,자동차·조선·철강·항공,-,-,-,-
성원,성원,중소기업,경기 고양시,생활화학·화장품,-,-,-,-
성원,성원,중소기업,대전 대덕구,금속·재료·자재,-,-,-,-
성원,성원,중소기업,전남 광양시,금속·재료·자재,-,-,-,-
성원,성원,중소기업,서울 금천구,셔츠 및 블라우스 제조업,-,-,-,-
성원,성원,중소기업,서울 강서구,제약·보건·바이오,-,-,-,-
화성종합건설,화성종합건설,중소기업,경남 거창군,건설·시공·토목·조경,-,-,-,-
화성종합건설,화성종합건설,중소기업,충청남도 홍성군,도로 건설업,-,-,-,-
화성종합건설,화성종합건설,중소기업,경남 창원시,기타 비주거용 건물 건설업,-,-,-,-
온유소프트,온유소프트,중소기업,광주 북구,응용 소프트웨어 개발 및 공급업,-,-,-,-
농업회사법인호천식품,-,-,-,-,-,-,-,-
알피피,㈜유알피,중소기업,서울 강서구,응용 소프트웨어 개발 및 공급업,-,-,-,-
알피피,㈜알피스페이스,중소기업,서울 강남구,백화점·유통·도소매,-,-,-,-
알피피,알피바이오,중견기업,서울 강남구,완제 의약품 제조업,-,-,-,-
알피피,㈜에스알피,중견기업,경기 안산시,시설관리·보안·경비,-,-,-,-
알피피,㈜에이티알피,중소기업,서울 성동구,연예·엔터테인먼트,-,-,-,-
알피피,㈜알피바이오,중소기업,경기 화성시,제약·보건·바이오,-,-,-,-
알피피,㈜ 알피티트레이딩,중소기업,서울 중구,섬유·의류·패션,-,-,-,-
알피피,㈜그린씨알피,중소기업,경기 안성시,출판·인쇄·사진,-,-,-,-
알피피,알피피,중소기업,충북 청주시,일반철물 제조업,-,-,-,-
알피피,㈜알피네트웍스,중소기업,서울 금천구,시스템 소프트웨어 개발 및 공급업,-,-,-,-
청양기술개발,청양기술개발,중소기업,광주 북구,컨설팅·연구·조사,-,-,-,-
태영종합건설,태영종합건설,중소기업,서울 종로구,건물 건설업,-,-,-,-
태영종합건설,태영종합건설,중소기업,경기 부천시,단독 주택 건설업,-,-,-,-
케이엔하이텍,㈜케이엑스하이텍,중소기업,충남 아산시,반도체 제조용 기계 제조업,-,-,-,-
케이엔하이텍,케이엔하이텍,중소기업,경기 시흥시,배전반 및 전기 자동제어반 제조업,-,-,-,-
지앤티글로벌,지앤티글로벌,중소기업,경기 고양시,백화점·유통·도소매,-,-,-,-
지앤티글로벌,지앤티글로벌,중소기업,서울 강서구,무역·상사,-,-,-,-
고신통상,고신통상,중소기업,경기 여주시,콜센터·아웃소싱·기타,-,-,-,-
신영피앤피,신영피앤피,중소기업,서울 중구,출판·인쇄·사진,"5,000만원(2023.12.31)",60억,김양국,1997.03.19(29년차)
디컨에스앤에스,디컨에스앤에스,중소기업,서울 송파구,무역·상사,-,-,-,-
다래월드,다래월드,중소기업,경기 이천시,생활화학·화장품,-,-,-,-
엘림투어,-,-,-,-,-,-,-,-
아첼에프앤씨,아첼에프앤씨,중소기업,경기 남양주시,남녀용 겉옷 및 셔츠 도매업,-,-,-,-
천하레포츠첨단점,㈜천하레포츠 타이틀리스트 첨단점,-,-,-,-,-,-,-
문경환경,-,-,-,-,-,-,-,-
정도기전,정도기전,중소기업,인천 남동구,전기·전자·제어,-,-,-,-
한성,한성,중소기업,경기 부천시,기타 과실ㆍ채소 가공 및 저장 처리업,-,-,-,-
한성,한성,중견기업,충남 천안시,주거용 건물 건설업,-,-,-,-
한성,한성,중견기업,부산 수영구,자동차 신품 판매업,-,-,-,-
한성,한성,중소기업,인천 남동구,유압기기 제조업,-,-,-,-
한성,한성,중소기업,서울 영등포구,콜센터·아웃소싱·기타,-,-,-,-
한성,한성,중견기업,서울 성동구,그 외 기타 봉제의복 제조업,-,-,-,-
한성,한성,중견기업,서울 강서구,"컴퓨터 및 주변장치, 소프트웨어 도매업",-,-,-,-
한성,한성,중견기업,서울 강남구,화학·에너지·환경,-,-,-,-
한성,한성,중소기업,서울 강북구,시내버스 운송업,-,-,-,-
한성,한성,중소기업,서울 구로구,섬유·의류·패션,-,-,-,-
숲드림,윤선생영어숲 스카이드림학원,중소기업,경기 안양시,학원·어학원·교육원,-,-,-,-
태산종합엔지니어링,태산종합엔지니어링,중소기업,경북 안동시,농축산·어업·임업,-,-,-,-
오성전기소방,오성전기소방,중소기업,서울 마포구,"기타 기술 시험, 검사 및 분석업",-,-,-,-
웰컴어소씨에이츠,웰컴어소씨에이츠,중소기업,서울 종로구,광고·홍보·전시,-,-,-,-
강서건영,-,-,-,-,-,-,-,-
맥산서울사무소,-,-,-,-,-,-,-,-
담양실업,-,-,-,-,-,-,-,-
하배런메디엔뷰티,하배런메디엔뷰티,중소기업,서울 금천구,생활용품·소비재·기타,-,-,-,-
하이브로우컴퍼니,하이브로우컴퍼니,중소기업,경기 양평군,목재 도구 및 주방용 나무제품 제조업,-,-,-,-
모비딕,모비딕,벤처기업,경기 성남시,컴퓨터·하드웨어·장비,-,-,-,-
모비딕,모비딕,중소기업,경기 안성시,그 외 기타 건축자재 도매업,-,-,-,-
모비딕,모비딕,-,-,-,-,-,-,-
모비딕,모비딕,중소기업,경남 통영시,호텔·여행·항공,-,-,-,-
모비딕,모비딕,중소기업,서울 송파구,백화점·유통·도소매,-,-,-,-
모비딕,모비딕,중소기업,서울 서초구,시스템 소프트웨어 개발 및 공급업,-,-,-,-
모비딕,모비딕,중소기업,서울 영등포구,기타 도로화물 운송업,-,-,-,-
모비딕,모비딕,중소기업,서울 도봉구,통신.방송장비 및 부품 도매업,-,-,-,-
모비딕,모비딕,중소기업,경기 구리시,"신선, 냉동 및 기타 수산물 도매업",-,-,-,-
모비딕,모비딕,중소기업,서울 마포구,광고 영화 및 비디오물 제작업,-,-,-,-
대승정밀,대승정밀,중견기업,경기 평택시,자동차 엔진용 신품 부품 제조업,-,-,-,-
대승정밀,대승정밀,-,-,-,-,-,-,-
대승정밀,대승정밀,중소기업,경북 경산시,자동차 재제조 부품 제조업,-,-,-,-
안산레이저,-,-,-,-,-,-,-,-
내쇼날이에스,㈜에스엔케이인터내쇼날,중소기업,서울 강남구,종이 포대 및 가방 제조업,-,-,-,-
오산원개발,-,-,-,-,-,-,-,-
고운국제교류사업회,-,-,-,-,-,-,-,-
엔피씨앤에이,-,-,-,-,-,-,-,-
동운,동운,중소기업,서울 서초구,반도체·디스플레이·광학,-,-,-,-
동운,동운,중소기업,서울 서초구,전지 및 케이블 도매업,-,-,-,-
동운,동운,중소기업,전북 익산시,건설·시공·토목·조경,-,-,-,-
동운,동운,중소기업,울산 울주군,아파트 건설업,-,-,-,-
동운,동운,중소기업,경기 부천시,"지정 외 폐기물 수집, 운반업",1억원(2022.12.31),53억 6천만원(2022.12.31),김근재,1981.01.30(45년차)
동운,동운,중소기업,경기 구리시,섬유·의류·패션,-,-,-,-
동운,동운,중소기업,대전 대덕구,배관 및 냉ㆍ난방 공사업,-,-,-,-
동운,동운,중소기업,인천 중구,"골재, 벽돌 및 시멘트 도매업",-,-,-,-
동운,동운,중소기업,충남 아산시,운송장비 조립용 플라스틱제품 제조업,-,-,-,-
동운,동운,중소기업,충남 당진시,응용 소프트웨어 개발 및 공급업,-,-,-,-
뷰토피아,뷰토피아,중소기업,서울 강서구,생활용품·소비재·기타,-,-,-,-
뷰토피아,크린토피아부산시청역SK뷰점,-,-,-,-,-,-,-
비에프솔루션즈,지에프머시닝솔루션즈,중소기업,경기 안양시,공작용 기계 및 장비 도매업,-,-,-,-
기영테크,기영일렉테크㈜,중소기업,경북 칠곡군,건축·설비·환경,-,-,-,-
삼성건설,삼성건설,중소기업,경기 화성시,비주거용 건물 개발 및 공급업,-,-,-,-
삼성건설,삼성종합건설,중소기업,전북 완주군,도로 건설업,-,-,-,-
삼성건설,삼성소방건설㈜,중소기업,서울 광진구,소방시설 공사업,-,-,-,-
삼성건설,㈜삼성아트건설,중소기업,경남 창원시,건물 건설업,-,-,-,-
삼성건설,㈜삼성종합건설,-,-,-,-,-,-,-
삼성건설,더 SAMSUNG 건설,-,-,-,-,-,-,-
삼성건설,삼성그룹,대기업,경기 용인시,직물 도매업,-,-,-,-
삼성건설,삼성물산㈜,대기업,서울 강동구,건설·시공·토목·조경,-,-,-,-
삼성건설,삼성건설,-,-,-,-,-,-,-
삼성건설,중앙건설기계(삼성펌프카),-,-,-,-,-,-,-
한국역사연구회,-,-,-,-,-,-,-,-
국도,국도,중견기업,서울 금천구,합성수지 및 기타 플라스틱 물질 제조업,-,-,-,-
국도,국도,중견기업,부산 강서구,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,-,-,-,-
국도,국도,중견기업,부산 강서구,화학·에너지·환경,-,-,-,-
국도,국도,중소기업,경기 군포시,건설·시공·토목·조경,-,-,-,-
국도,국도,중소기업,서울 중구,호텔업,-,-,-,-
국도,국도,중소기업,서울 서초구,경비 및 경호 서비스업,-,-,-,-
국도,국도,중소기업,경기 용인시,건설·시공·토목·조경,-,-,-,-
국도,국도,중소기업,대전 대덕구,신문 발행업,-,-,-,-
국도,국도,-,-,-,-,-,-,-
국도,국도,중소기업,광주 서구,"도배, 실내장식 및 내장 목공사업",-,-,-,-
우성케어,-,-,-,-,-,-,-,-
덕유,덕유,중소기업,전북 무주군,스포츠·여가·레저,-,-,-,-
덕유,덕유,중소기업,충청북도 증평군,그 외 기타 플라스틱 제품 제조업,-,-,-,-
덕유,덕유,중소기업,전북 군산시,포장용 플라스틱 성형용기 제조업,-,-,-,-
덕유,덕유,중소기업,전북 군산시,전기·전자·제어,-,-,-,-
덕유,덕유,중소기업,경기 용인시,"종이 원지, 판지, 종이상자 도매업",-,-,-,-
덕유,덕유,중소기업,전북 군산시,금속·재료·자재,-,-,-,-
덕유,덕유,중소기업,전북 무주군,건축·설비·환경,-,-,-,-
덕유,덕유,중소기업,경남 창원시,수중 공사업,-,-,-,-
덕유,덕유,중소기업,경기도 안산시,유리 및 창호 공사업,-,-,-,-
덕유,덕유,중소기업,서울 송파구,엔지니어링 서비스업,-,-,-,-
정림컨설팅,정림컨설팅,중소기업,서울 성동구,경영 컨설팅업,-,-,-,-
퓨오바이더스,퓨오바이더스,중소기업,충남 아산시,완제 의약품 제조업,-,-,-,-
엘커뮤니케이션,엘커뮤니케이션,중소기업,서울 용산구,컴퓨터 프로그래밍 서비스업,-,-,-,-
엘커뮤니케이션,엘커뮤니케이션,중소기업,서울 금천구,광고 대행업,-,-,-,-
엘커뮤니케이션,㈜엘아이엠커뮤니케이션,중소기업,경기 수원시,통신기기 소매업,-,-,-,-
엘커뮤니케이션,엘토스커뮤니케이션㈜,중소기업,부산 영도구,상품 종합 도매업,-,-,-,-
엘커뮤니케이션,엘유커뮤니케이션,중소기업,서울 서초구,기타 전기 변환장치 제조업,-,-,-,-
엘커뮤니케이션,㈜엘투커뮤니케이션,중소기업,서울 강서구,육류 가공식품 도매업,-,-,-,-
엘커뮤니케이션,엘앤케이커뮤니케이션즈,중소기업,인천 연수구,통신.방송장비 및 부품 도매업,-,-,-,-
엘커뮤니케이션,LH커뮤니케이션,중소기업,경기 고양시,방송·케이블·프로덕션,-,-,-,-
엘커뮤니케이션,엘에이치커뮤니케이션,중소기업,서울 서대문구,광고·홍보·전시,-,-,-,-
엘커뮤니케이션,엘투커뮤니케이션,중소기업,서울 강서구,쇼핑몰·오픈마켓·소셜커머스,-,-,윤미라,2015.10.01(11년차)
파파몽,-,-,-,-,-,-,-,-
의료법인희정의료재단,의료법인 희정의료재단,중소기업,강원 양구군,의료(진료과별),-,-,-,-
비지에스에스아이센터,-,-,-,-,-,-,-,-
우정기계,우정기계,중소기업,경기 화성시,기계·기계설비,-,-,-,-
우정기계,우정기계,중소기업,강원 원주시,배관 및 냉ㆍ난방 공사업,-,-,-,-
청라,청라,중견기업,인천 서구,"증기, 냉.온수 및 공기조절 공급업",-,-,-,-
청라,청라,중소기업,인천 서구,일반 의원,-,-,-,-
청라,청라,중소기업,인천 연수구,시내버스 운송업,-,-,-,-
청라,청라,중소기업,인천 서구,제약·보건·바이오,-,-,-,-
청라,청라,중소기업,인천 서구,외국어학원,-,-,-,-
청라,청라,중소기업,인천 서구,백화점·유통·도소매,-,-,-,-
청라,청라,중소기업,인천 계양구,건설·시공·토목·조경,-,-,-,-
청라,청라,중소기업,인천 동구,일반 화물자동차 운송업,-,-,-,-
청라,청라,중소기업,인천 서구,뷰티·미용,-,-,-,-
청라,청라,중소기업,대전 동구,배관 및 냉ㆍ난방 공사업,-,-,-,-
우솔환경기술연구원,-,-,-,-,-,-,-,-
한솔레미콘,한솔레미콘,중소기업,충남 논산시,레미콘 제조업,-,-,-,-
라이브하이브,라이브하이브,중소기업,서울 강남구,응용 소프트웨어 개발 및 공급업,-,-,-,-
두양이앤지,두양이앤지,중소기업,경북 포항시,일반전기 공사업,-,-,-,-
우리부동산디앤씨,-,-,-,-,-,-,-,-
로임시스템,로임시스템,-,-,-,-,-,-,-
디엠텍스타일,-,-,-,-,-,-,-,-
엔바이어스,엔바이어스,중소기업,대전 대덕구,전기·전자·제어,-,-,-,-
이원산업,이원산업,중소기업,전북 전주시,유리 및 창호 공사업,-,-,-,-
이원산업,이원산업,중소기업,경기 용인시,그 외 기타 건축자재 도매업,-,-,-,-
이원산업,이원산업,중소기업,서울 마포구,유리 및 창호 공사업,-,-,-,-
이원산업,㈜이원스틸산업,중소기업,서울 영등포구,금속·재료·자재,-,-,-,-
한양엠텍,한양엠텍,중소기업,경기도 화성시,주형 및 금형 제조업,-,-,-,-
세라텍,세라텍,중견기업,경기 수원시,그 외 기타 전자부품 제조업,-,-,-,-
세라텍,세라텍,중소기업,경기 여주시,일반용 도료 및 관련제품 제조업,-,-,-,-
세라텍,세라텍,중소기업,경남 진주시,일반용 도료 및 관련제품 제조업,-,-,-,-
한국카라반,-,-,-,-,-,-,-,-
빅바이오젠,빅바이오젠,중소기업,경기 안성시,단미 사료 및 기타 사료 제조업,-,-,-,-
씨엔비테크,씨엔비테크,중소기업,대구 북구,방송장비 제조업,-,-,-,-
씨엔비테크,㈜씨앤비테크,중소기업,경기 안성시,그 외 기타 전자부품 제조업,-,-,-,-
네오드림스,네오드림스,중소기업,전남 나주시,응용 소프트웨어 개발 및 공급업,-,-,-,-
코어씨앤씨,코어씨앤씨,중소기업,서울 마포구,컨설팅·연구·조사,-,-,-,-
코어씨앤씨,씨앤씨코어,중소기업,경기 김포시,화장품 및 화장용품 도매업,-,-,-,-
코어씨앤씨,코어씨앤씨,중소기업,서울 용산구,전자상거래 소매 중개업,-,-,-,-
코와리,(주)코리아디앤씨,중소기업,서울 강동구,주거용 건물 건설업,-,-,-,-
코와리,리움앤코,외국계(외국 투자기업),서울 강남구,무역·상사,-,-,-,-
코와리,코오론인더스트리㈜ 롯데일산점,-,-,-,-,-,-,-
코와리,헨리코튼(코오롱인더스티리)현대신촌점,-,-,-,-,-,-,-
코와리,코오롱인더스트리 헨리코튼 신세계충청점,-,-,-,-,-,-,-
코와리,솜리동태탕코다리찜,중소기업,경기 남양주시,한식 해산물요리 전문점,-,-,-,-
동백운수,동백운수,중소기업,경기 용인시,시내버스 운송업,-,-,-,-
이너웨이브,이너웨이브,벤처기업,서울 금천구,솔루션·SI·CRM·ERP,-,-,-,-
여성문화예술기획,여성문화예술기획,중소기업,서울 강남구,비공연 예술가,-,"3,635만원(2022.12.31)",이혜경,1999.08.31(27년차)
알피니언메디칼시스템,알피니언메디칼시스템,중견기업,서울 강서구,전기·전자·제어,-,-,-,-
아륙전기,아륙전기,중소기업,인천 서구,기계·기계설비,-,-,-,-
인스틸,인스틸,중소기업,경기 평택시,육상 금속 골조 구조재 제조업,-,-,-,-
애니사이언,-,-,-,-,-,-,-,-
헤이컴온,-,-,-,-,-,-,-,-
필플러스,㈜제이앤피플러스,중소기업,서울 금천구,광고·홍보·전시,-,-,-,-
필플러스,㈜제이엔피플러스,중소기업,경기 오산시,서치펌·헤드헌팅,-,-,-,-
필플러스,필플러스,중소기업,서울 금천구,속옷 및 잠옷 제조업,-,-,-,-
필플러스,필플러스,중소기업,경기 화성시,기계·기계설비,-,-,-,-
필플러스,필플러스,중소기업,대전 중구,인테리어·자재,-,-,-,-
필플러스,㈜핀플러스글로벌,중소기업,서울 서초구,솔루션·SI·CRM·ERP,-,-,-,-
필플러스,엘엔피플러스,중소기업,서울 도봉구,전자상거래 소매 중개업,-,-,-,-
필플러스,플러스 PC방,-,-,-,-,-,-,-
필플러스,소사 엔플러스 PC방,-,-,-,-,-,-,-
필플러스,시즌플러스pc방,-,-,-,-,-,-,-
엠엔티켐텍,㈜씨엠엔텍,중소기업,경기 용인시,전기·전자·제어,-,-,-,-
엠엔티켐텍,엠엔티켐텍,중소기업,경기 안산시,그 외 기타 분류 안된 상품 전문 소매업,-,-,-,-
엠엔티켐텍,엠엔텍,중소기업,경기 수원시,반도체·디스플레이·광학,-,-,-,-
엠엔티켐텍,㈜디에이치엠엔텍,중소기업,경기 성남시,의료용품 도매업,-,-,-,-
엠엔티켐텍,엠엔텍,-,-,-,-,-,-,-
요진산업개발,-,-,-,-,-,-,-,-
심로악기,심로악기,중소기업,서울 서초구,백화점·유통·도소매,-,-,-,-
삼성유기급식사업단 영농조합법인,삼성유기급식사업단영농조합법인,중소기업,서울 중랑구,곡물 및 기타 식량작물 재배업,-,-,-,-
라온테크,라온테크,중소기업,경기 수원시,산업용 로봇 제조업,-,-,-,-
라온테크,라온테크,중소기업,경기 광주시,기계·기계설비,-,-,-,-
라온테크,라온테크,중소기업,경기 김포시,금속·재료·자재,-,-,-,-
라온테크,라온테크,중소기업,인천 서구,기타 물품 취급장비 제조업,-,-,-,-
라온테크,라온테크,중소기업,경남 창원시,기타 가공 공작기계 제조업,-,-,-,-
라온테크,라온테크,중소기업,광주 광산구,의료기기 도매업,-,-,-,-
라온테크,라온테크,-,-,-,-,-,-,-
라온테크,라온테크,-,-,-,-,-,-,-
라온테크,라온테크,중소기업,경기 안성시,기계·기계설비,-,-,-,-
라온테크,라온테크,중소기업,경기도 안양시,무역·상사,-,-,-,-
동보테크,동보테크,중소기업,충남 아산시,그 외 자동차용 신품 부품 제조업,-,-,-,-
동보테크,동보테크,중소기업,경기 평택시,기계·기계설비,-,-,-,-
동보테크,동보테크,-,-,-,-,-,-,-
시래기밥상,시래기밥상,중소기업,경남 창녕군,한식 일반 음식점업,-,-,-,-
상지모양건축사사무소,상지모양건축사사무소,중소기업,서울 강남구,건축설계 및 관련 서비스업,-,-,-,-
한반도중기,-,-,-,-,-,-,-,-
연우,연우,중견기업,인천 서구,포장용 플라스틱 성형용기 제조업,-,-,-,-
연우,연우,중소기업,경기 안산시,플라스틱 접착처리 제품 제조업,-,-,-,-
연우,연우,중소기업,서울 금천구,기타 정보기술 및 컴퓨터운영 관련 서비스업,-,-,-,-
연우,연우,중소기업,서울 성동구,건설·시공·토목·조경,-,-,-,-
연우,연우,중소기업,서울 동작구,전자감지장치 제조업,-,-,-,-
연우,연우,중소기업,경기 용인시,건물 건설업,-,-,-,-
연우,연우,중소기업,서울 서초구,결혼 상담 및 준비 서비스업,-,-,-,-
연우,연우,중소기업,서울 서초구,건설·시공·토목·조경,-,-,-,-
연우,연우,중소기업,경북 구미시,배전반 및 전기 자동제어반 제조업,-,-,-,-
연우,연우,중소기업,대구 북구,디자인·CAD,-,-,-,-
신신기획,-,-,-,-,-,-,-,-
학산서종지점,-,-,-,-,-,-,-,-
부산사하지역자활센터,부산사하지역자활센터,비영리법인,부산 사하구,그 외 기타 비거주 복지 서비스업,"3,300만원(2021.12.31)",15억 6천만원(2021.12.31),안희관,2016.07.01(10년차)
하이플러스인,-,-,-,-,-,-,-,-
위켄드랩,위켄드랩,중소기업,서울 강남구,기타 음향기기 제조업,-,-,-,-
수정약품,-,-,-,-,-,-,-,-
우림외벽,우림외벽,중소기업,서울 강서구,"미장, 타일 및 방수 공사업",-,-,-,-
신보2019제8차유동화전문,-,-,-,-,-,-,-,-
행복아이티,행복아이티,중소기업,충남 천안시,그 외 기타 분류 안된 사업지원 서비스업,-,-,-,-
케이앤더블유,케이앤더블유,중소기업,경기 화성시,그 외 자동차용 신품 부품 제조업,-,-,-,-
